"assessment";"rule";"rec";"initNage";"obsErr";"p05_SSB";"Median_SSB";"p95_SSB";"Mean_SSB";"Median_lastSSB";"p5_SSB";"pscaled_SSB";"percDif_SSB";"above5%Allyears_SSB";"MP_Risk";"Recovery_Risk";"Risk3";"MP_Risk_Low";"Recovery_Risk_Low";"Risk3_Low";"years_SSB_under_Blim";"years_get_SSB_up_Blim";"years_SSB_under_Blow";"years_get_SSB_up_Blow";"closure";"closure_once";"years_closure";"p05_catch";"Median_catch";"p95_catch";"average_catch";"average_sd_catch";"p5_catch";"pscaled_catch";"percDif_catch"
"ss3";"1";"med";"var";"naq";151904.100391839;427737.122498995;692520.185065318;424196.204566145;474392.636876706;0.0704666666666667;0.5414;1.05480909253827;12.218;0.74;0.851;1;0.293166666666667;0.522833333333333;0.964;8.807;5.57126666666667;3.432;3.24991666666667;0.0631290322580645;0.774;1.957;1e-06;48101.2360942511;78108.4699346723;44588.083760462;22458.0210759534;0.4303;0.644566666666667;Inf
